Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,math
1,2,5,2,4,2,4,3,4,4,5,5,3,3,1,5,1,1,3,4,2,4,3,5,1,4,3,5,3,4,4,4,3,4,3,2,3,2,5,3,111.0
5,3,2,0,0,0,0,0,0,0,1,5,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,138.0
3,5,1,3,3,4,4,4,2,4,2,5,3,5,3,3,2,3,4,4,2,4,5,4,2,5,2,3,2,3,3,2,2,3,3,3,4,3,3,4,109.0
4,5,3,5,1,5,5,2,1,5,4,5,1,3,4,1,5,5,2,1,1,2,1,4,1,3,1,5,1,2,1,4,4,1,1,5,3,3,1,1,87.0
5,5,3,3,3,5,5,2,4,1,3,1,5,2,4,3,2,5,3,1,4,3,1,4,5,1,1,3,1,1,3,2,5,1,4,4,4,1,1,3,115.0
3,3,4,4,2,4,3,2,2,4,4,4,2,2,5,3,4,4,4,3,3,3,3,5,3,4,2,4,4,2,1,2,4,1,3,3,4,2,1,3,100.0
3,0,1,5,1,1,3,1,3,5,5,4,1,3,4,2,5,2,3,1,3,1,5,4,3,3,1,3,3,2,1,4,4,1,3,5,3,4,0,3,107.0
1,1,4,2,4,2,4,2,3,4,1,5,0,1,2,5,1,2,4,3,2,5,3,2,2,4,2,3,0,4,2,1,3,4,4,2,2,2,4,2,115.0
5,3,5,3,4,2,5,3,4,4,4,5,2,2,2,2,2,3,5,1,1,4,4,4,1,5,2,5,1,4,2,2,1,1,5,2,3,5,1,5,108.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,120.0
2,3,5,2,3,2,2,2,1,1,2,4,1,3,2,1,5,3,1,1,2,2,4,4,1,3,1,2,1,1,2,3,2,2,3,3,1,2,1,3,113.0
1,0,0,0,0,5,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,1,78.0
3,4,3,4,2,3,2,2,2,5,3,3,2,3,4,1,4,5,3,3,1,2,3,5,2,5,1,3,3,1,1,3,3,2,3,5,3,3,2,2,100.0
4,4,2,4,2,4,3,2,2,5,4,4,4,1,4,3,5,4,5,3,3,2,2,4,2,5,4,4,2,2,1,2,3,2,3,5,2,3,2,3,102.0
3,5,3,5,1,4,2,3,1,5,4,3,1,2,3,2,5,5,4,1,1,1,3,4,1,3,1,5,2,1,1,3,5,3,3,5,3,1,3,3,99.0
3,1,4,3,4,3,3,3,2,2,3,4,3,3,2,4,1,2,2,3,2,5,1,3,1,3,5,3,1,3,1,2,3,4,3,5,2,2,4,2,115.0
5,1,5,5,1,3,4,2,4,3,5,5,5,4,5,1,4,2,1,4,1,1,1,2,2,4,4,4,2,3,4,3,3,2,4,2,4,5,1,3,99.0
4,5,2,5,2,2,5,1,1,5,5,4,2,4,5,1,5,5,1,3,3,1,3,3,1,5,1,2,1,3,1,3,4,1,4,4,2,4,1,4,98.0
0,1,3,1,5,2,3,5,5,4,2,5,5,3,2,5,2,4,2,4,1,5,3,5,1,5,5,3,4,4,4,3,5,5,4,2,3,2,4,3,93.0
1,3,5,2,1,3,3,1,5,1,5,1,2,1,5,3,2,5,0,1,1,5,5,3,1,3,1,5,1,2,2,1,5,1,3,3,3,1,2,2,118.0
4,3,4,3,3,2,4,2,3,4,4,1,2,3,4,2,3,4,3,3,4,3,3,2,2,2,3,3,4,3,3,3,4,2,3,2,4,3,2,3,114.0
4,1,4,3,2,2,5,2,5,3,4,4,3,3,4,1,4,2,4,2,3,2,5,4,1,4,3,5,2,3,3,3,2,1,5,1,5,3,2,5,104.0
2,2,1,4,2,1,3,3,3,2,1,3,1,3,1,5,2,4,1,4,1,1,5,2,1,5,4,4,1,2,4,1,5,5,4,3,3,1,4,5,124.0
2,3,3,4,1,3,1,1,1,4,4,3,1,3,4,3,4,5,3,2,2,2,3,3,2,5,1,4,2,1,1,5,2,4,2,3,2,2,2,2,102.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0
3,3,1,1,4,5,3,3,3,3,2,4,4,4,1,4,2,4,4,1,1,4,1,3,1,4,4,4,1,1,3,3,3,4,2,2,2,1,5,1,116.0
3,4,3,2,4,4,4,3,5,2,3,3,2,1,2,2,3,1,3,3,1,2,3,3,3,5,4,3,5,3,4,5,2,5,1,1,1,2,5,5,115.0
3,5,5,2,3,2,3,4,3,4,1,3,5,3,2,5,3,2,3,3,3,4,3,4,1,3,3,3,1,3,5,4,3,4,3,1,1,2,4,3,113.0
4,4,3,5,2,2,4,4,2,5,4,4,2,1,4,2,4,5,4,3,2,2,4,5,4,4,1,4,2,2,1,2,3,2,2,4,4,3,3,3,103.0
5,3,3,5,3,3,3,3,3,3,2,5,3,2,2,3,3,3,3,3,2,4,4,5,2,5,3,3,3,3,3,4,2,4,2,3,3,4,4,3,105.0
4,4,4,5,3,2,2,1,1,5,5,5,1,4,5,1,5,5,2,1,2,1,4,4,1,5,1,3,2,2,1,5,2,1,3,4,3,3,1,2,87.0
4,2,3,4,4,2,4,4,2,5,1,4,3,4,2,4,2,3,3,2,2,4,4,5,1,4,4,3,2,2,3,4,2,4,4,2,2,2,4,3,113.0
2,1,1,3,5,3,2,4,4,4,1,5,4,5,1,5,1,4,4,4,1,5,2,4,1,2,5,1,1,4,5,5,2,5,1,1,1,1,4,1,119.0
2,4,4,4,2,4,2,4,2,4,4,2,2,3,2,2,4,4,4,2,2,2,2,4,2,2,1,4,2,2,1,4,2,2,2,4,3,2,2,2,102.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.0
5,2,5,2,4,2,4,2,3,4,5,5,3,4,5,1,4,2,3,2,2,3,4,4,1,2,3,4,3,2,4,3,4,1,4,2,4,5,2,3,98.0
4,2,2,3,2,2,3,4,3,5,1,4,3,2,2,4,2,3,4,4,2,4,4,4,1,4,1,4,2,2,2,4,3,5,2,2,3,2,5,3,120.0
2,2,2,3,4,0,2,4,3,5,2,4,4,2,2,3,2,4,4,3,1,3,4,2,1,5,2,2,2,2,3,3,2,3,2,2,4,4,4,2,130.0
5,2,5,4,4,4,5,5,2,5,2,4,5,1,2,2,1,2,5,2,1,5,2,4,1,5,1,5,1,1,3,2,1,4,1,4,1,5,4,2,112.0
2,3,2,3,3,1,3,5,3,4,3,4,2,1,1,5,1,3,3,3,1,4,5,2,1,2,1,5,1,1,5,3,5,4,2,2,1,2,5,2,126.0
2,2,5,1,4,2,4,2,4,4,4,2,4,3,5,2,4,2,4,4,5,2,2,1,4,2,3,1,5,4,4,3,4,1,4,1,4,2,1,3,120.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.0
2,2,2,4,4,4,4,4,2,2,1,5,4,2,1,4,1,5,4,4,2,5,1,4,1,5,4,2,2,3,4,2,2,5,2,4,2,2,4,2,119.0
5,3,1,4,4,2,4,3,2,3,3,4,4,4,2,4,2,4,4,4,1,4,4,4,1,4,2,4,4,3,2,4,2,4,2,4,2,4,4,2,111.0
3,3,2,4,1,2,2,1,1,5,3,5,1,2,5,4,5,5,5,2,2,2,2,3,3,5,1,5,1,3,1,3,2,3,2,3,3,1,2,3,99.0
2,3,4,5,2,3,2,2,1,2,5,5,5,3,5,2,2,5,5,2,4,1,3,5,1,5,3,4,2,1,3,5,2,2,4,3,5,4,2,3,92.0
2,3,2,3,2,2,3,3,2,4,2,4,2,2,2,4,2,3,2,3,0,4,4,3,2,4,3,3,4,3,1,3,3,4,2,3,3,2,3,3,142.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.0
2,3,5,4,2,1,2,3,3,4,4,4,0,1,4,2,4,3,4,2,2,3,3,3,1,4,1,4,2,2,1,4,4,2,2,4,4,2,4,2,77.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.0
1,1,1,1,4,2,1,5,2,2,1,5,4,3,1,5,1,4,2,5,2,3,3,5,1,3,3,5,3,3,3,5,3,5,3,1,2,2,5,3,123.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.0
2,1,1,4,4,4,4,5,1,4,1,4,5,1,1,5,1,5,5,4,3,5,2,4,2,5,4,4,1,4,3,1,4,5,2,4,2,1,5,2,124.0
3,2,4,3,2,4,3,2,2,5,2,5,2,2,2,4,2,3,4,4,2,5,3,4,2,5,2,3,3,4,2,3,4,4,4,2,4,2,4,3,111.0
5,4,5,2,2,2,5,2,2,4,4,4,5,4,4,1,3,4,1,2,2,2,4,2,1,4,1,4,3,2,3,1,4,2,3,4,2,4,3,2,107.0
1,1,3,2,5,1,1,5,1,5,1,5,5,1,1,4,1,3,2,4,2,5,4,4,1,5,5,3,3,1,1,1,3,4,2,2,1,3,5,1,127.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.0
3,4,5,1,2,2,3,1,5,5,2,3,3,3,5,1,5,1,2,1,2,2,2,4,1,3,1,3,3,3,1,3,3,1,4,3,3,3,1,4,106.0
1,4,5,4,2,2,4,1,4,5,4,2,2,3,4,5,4,4,5,2,0,1,4,4,4,4,1,4,2,3,2,4,4,2,2,5,3,2,2,4,88.0
3,2,2,4,4,2,2,3,5,3,2,5,4,2,3,4,2,2,3,3,2,5,4,4,2,4,3,3,2,2,3,3,3,5,3,2,3,3,3,3,119.0
4,5,4,3,4,0,4,0,0,0,3,5,0,4,0,0,3,3,4,0,2,0,5,4,0,0,0,5,4,0,4,0,4,0,0,0,0,0,0,0,137.0
3,4,2,3,4,5,5,4,4,4,1,4,4,3,1,5,1,4,4,5,2,5,1,4,1,4,5,3,1,3,4,3,3,5,3,4,3,2,5,2,115.0
5,3,5,3,3,1,4,2,3,2,3,1,3,2,5,1,5,3,3,1,4,2,3,2,3,4,2,3,3,4,5,2,5,1,3,3,5,0,1,3,81.0
3,3,1,4,3,4,4,3,3,4,2,5,3,4,4,5,2,5,1,5,2,4,3,3,1,4,3,4,1,1,1,1,3,5,3,2,4,2,3,2,110.0
2,2,3,5,2,4,2,5,4,3,2,4,2,3,2,5,2,3,4,4,3,3,4,3,2,5,3,4,1,4,3,3,5,3,3,3,2,2,4,3,113.0
2,5,1,5,4,4,4,2,2,5,5,4,2,4,5,1,5,4,4,2,1,1,2,5,1,5,2,4,2,2,3,2,2,1,3,5,1,1,1,4,89.0
3,3,1,3,4,2,2,4,3,4,1,5,3,3,1,4,2,4,4,4,1,5,5,3,1,4,4,3,3,3,3,3,5,5,2,4,3,3,4,2,117.0
4,2,2,4,2,2,4,4,4,4,2,5,3,3,2,3,2,3,4,4,2,2,2,3,2,3,1,4,1,3,3,2,2,4,2,2,4,2,4,3,118.0
1,2,1,4,3,2,1,4,1,5,2,5,4,3,1,5,1,1,4,5,2,5,4,5,1,5,3,3,4,4,3,4,3,4,4,2,4,1,5,3,116.0
1,4,5,4,4,4,4,2,4,5,4,5,4,4,4,1,4,1,4,2,1,4,1,4,4,5,2,4,4,4,4,5,4,2,1,1,4,1,2,1,92.0
4,2,2,3,4,2,3,3,3,3,5,5,5,2,1,5,1,3,3,4,1,4,3,2,1,4,2,4,3,2,2,2,2,5,3,2,1,3,4,4,119.0
2,0,1,4,2,1,2,4,5,3,2,4,3,2,2,5,1,4,5,2,1,4,5,4,1,4,2,4,1,2,3,5,2,4,4,2,2,1,4,5,109.0
3,3,3,2,3,3,4,4,4,2,2,3,3,3,1,2,1,2,2,3,1,4,3,3,1,4,4,5,1,2,5,2,4,5,3,2,2,3,4,3,120.0
2,3,5,4,1,1,2,1,3,3,1,5,4,1,1,5,1,4,5,4,1,2,5,5,1,5,2,5,4,1,4,5,1,5,2,4,4,1,5,2,110.0
2,2,3,4,4,4,3,4,3,5,4,3,3,3,2,4,2,2,3,3,2,4,4,4,1,3,1,3,1,3,3,3,3,3,4,3,3,2,4,4,113.0
3,3,1,2,5,1,5,2,5,2,5,5,2,1,5,1,5,1,1,3,1,4,5,5,1,5,5,4,1,3,4,1,5,1,5,2,1,3,1,5,112.0
3,5,3,5,1,1,3,2,3,5,3,3,1,1,3,3,3,1,3,1,1,3,5,3,1,5,1,3,1,3,1,5,5,1,3,5,1,1,2,3,110.0
3,3,1,3,2,1,2,1,2,2,2,5,3,4,3,4,1,5,1,4,1,3,5,4,1,5,2,3,1,3,3,2,4,4,4,4,1,2,4,3,116.0
1,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,122.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.0
4,3,3,3,4,3,3,2,3,2,4,4,2,3,3,3,4,2,2,4,2,2,2,3,0,4,4,4,4,3,3,3,2,2,3,3,2,4,2,4,73.0
2,4,2,4,3,2,3,4,3,4,1,3,3,2,2,4,2,4,2,4,0,3,3,2,3,3,2,3,1,3,3,3,2,4,3,3,2,2,4,3,72.0
5,2,5,2,2,1,5,1,4,2,5,5,1,1,4,1,4,2,4,3,2,1,5,4,1,2,2,5,3,2,3,1,4,1,3,1,1,4,1,5,116.0
4,1,5,1,5,2,5,4,5,2,5,5,4,2,5,1,5,1,3,4,1,1,5,4,2,5,5,4,1,2,2,2,4,1,4,1,1,4,1,4,108.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0
4,1,5,2,5,1,5,1,5,1,4,5,2,2,4,2,4,2,4,2,1,2,5,5,1,2,5,2,1,3,3,2,5,2,4,1,2,2,2,4,117.0
2,5,4,5,1,3,3,3,1,5,4,5,2,3,4,3,2,5,3,2,3,2,3,5,1,5,1,3,2,2,2,3,3,2,3,3,3,2,2,3,97.0
1,5,2,5,1,1,3,1,1,5,5,3,1,5,5,4,5,5,3,1,1,1,5,5,3,2,1,5,1,1,1,3,5,1,1,5,1,3,1,1,93.0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,144.0
5,1,5,1,5,1,5,5,5,1,5,5,5,1,5,1,5,3,5,5,1,1,5,5,1,5,1,1,1,5,1,1,5,1,5,1,1,5,1,5,116.0
3,4,4,4,3,1,4,2,2,3,5,5,2,4,3,1,4,1,2,3,1,1,5,5,1,5,4,5,1,4,3,4,3,1,4,3,1,4,1,3,95.0
3,5,1,3,3,3,3,4,5,5,5,4,3,3,2,5,3,1,4,3,2,3,3,5,2,5,3,3,4,3,3,5,3,5,3,4,4,3,5,4,105.0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,143.0
1,5,5,5,5,1,1,1,1,1,1,5,1,5,5,1,5,5,5,5,1,5,5,5,1,5,1,1,1,1,1,5,1,1,5,5,1,1,1,5,94.0
2,4,2,4,2,2,4,4,1,4,5,4,4,2,1,4,1,4,4,4,2,5,4,4,2,4,4,4,1,2,2,2,4,4,2,4,3,3,4,3,115.0
5,1,5,5,5,1,5,1,5,5,5,5,5,1,5,1,5,3,5,3,0,3,5,5,2,5,5,2,3,5,3,1,5,1,5,1,3,5,1,5,76.0
4,3,5,3,1,2,5,1,5,4,4,3,4,1,4,4,4,2,3,4,1,2,3,1,2,4,1,3,1,3,3,1,4,2,3,4,3,4,1,4,114.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.0
3,2,2,3,3,1,2,4,1,4,1,4,3,4,2,4,2,3,5,3,3,4,5,3,2,5,2,2,1,2,2,4,5,5,3,1,3,3,4,3,120.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.0
4,4,3,4,2,0,0,0,0,0,1,5,2,3,0,0,0,0,0,0,2,2,5,3,0,0,0,0,0,0,1,3,5,4,0,0,0,0,0,0,90.0
2,1,3,2,2,5,3,5,4,5,0,5,0,0,1,5,1,3,0,4,2,4,4,5,1,5,3,1,1,1,3,4,4,5,2,3,5,1,5,2,139.0
3,4,4,4,2,4,4,4,2,4,5,4,4,4,4,2,4,4,4,2,4,2,4,4,2,4,2,3,2,2,2,4,3,2,2,4,2,3,2,3,96.0
1,3,2,2,1,4,4,4,1,5,2,3,2,4,2,1,5,5,3,1,1,2,3,4,1,2,2,5,1,2,1,2,5,1,2,5,4,1,1,2,107.0
3,1,5,2,4,2,3,2,4,5,3,3,3,3,4,1,2,2,3,2,1,2,4,3,2,2,1,3,1,3,1,2,4,1,3,1,1,3,1,4,120.0
3,2,3,3,5,3,3,4,2,1,1,4,4,2,2,3,1,3,5,4,2,5,3,3,1,5,4,4,2,5,1,4,5,3,2,3,2,3,3,3,119.0
4,2,3,1,5,2,5,3,5,3,5,2,2,2,5,4,5,1,5,5,1,2,4,5,1,5,3,0,1,3,4,1,3,1,5,2,3,4,1,5,132.0
3,1,5,2,5,3,3,5,1,1,4,3,2,1,4,4,2,2,3,4,1,4,3,3,2,5,1,3,5,2,1,3,3,4,2,1,3,2,5,3,120.0
1,4,3,4,3,2,2,2,1,4,3,3,2,4,3,2,3,5,2,2,2,3,2,2,2,4,1,4,2,3,1,4,2,3,2,4,3,2,1,3,107.0
2,3,1,2,4,2,3,2,3,1,5,5,4,3,1,4,1,3,4,3,2,5,4,2,1,5,4,2,4,2,4,3,2,3,3,3,2,2,2,4,122.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.0
4,3,3,4,2,1,1,2,3,4,5,5,2,1,5,3,4,3,5,2,2,3,5,5,3,5,4,5,1,2,5,1,2,2,4,5,4,3,1,5,102.0
4,2,4,4,2,1,2,2,1,5,1,4,4,4,2,3,1,4,4,2,4,5,5,4,1,4,4,4,2,3,2,4,2,4,3,1,4,2,4,4,115.0
1,1,1,2,4,1,2,4,3,2,1,5,5,2,1,4,1,4,5,4,1,5,4,5,2,5,4,3,3,2,4,3,3,5,3,2,3,1,5,4,126.0
2,1,3,1,5,3,4,3,5,1,1,2,5,4,3,5,2,1,5,3,1,1,5,2,1,5,5,4,1,2,5,5,4,3,3,2,4,1,5,1,116.0
5,4,4,4,3,2,4,2,4,3,3,5,3,2,4,2,4,4,4,3,2,4,4,4,2,5,2,5,1,2,2,2,3,2,4,2,2,5,2,4,104.0
2,2,3,4,4,5,2,4,3,3,3,5,4,4,2,4,3,3,5,3,1,4,4,4,4,4,0,3,2,2,3,2,2,4,3,2,1,2,4,4,98.0
4,3,4,2,3,2,5,1,1,2,5,1,4,3,5,1,5,5,4,3,3,1,4,1,4,1,3,3,4,3,1,3,4,1,5,2,5,4,1,0,96.0
3,1,4,2,4,3,2,4,2,2,1,5,5,2,2,5,1,4,2,4,4,5,3,3,1,4,4,4,1,3,4,2,3,5,3,1,3,3,4,3,126.0
3,4,2,4,2,3,3,4,5,4,4,4,2,2,4,5,2,1,3,3,2,4,3,4,2,4,2,5,3,3,4,3,3,4,4,4,1,1,4,4,109.0
5,1,2,3,3,1,4,2,3,2,4,5,2,1,4,3,4,3,2,2,1,2,4,3,1,5,2,5,1,1,1,1,2,3,5,1,4,4,2,3,116.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0
4,4,5,4,2,2,3,1,3,5,5,5,1,4,5,2,5,3,5,2,1,5,3,5,3,5,1,3,1,3,3,4,3,1,3,2,3,4,1,3,91.0
5,2,3,4,3,1,5,1,4,1,5,4,1,2,5,1,5,1,4,4,3,4,4,5,1,5,1,4,1,3,3,1,4,1,5,4,1,5,1,5,108.0
4,4,2,3,4,5,4,2,4,2,5,2,5,4,5,1,5,3,1,3,4,1,1,1,2,1,4,2,1,2,2,4,4,1,3,2,4,4,1,2,108.0
3,5,3,4,2,4,3,3,1,5,2,3,2,2,2,3,4,3,3,1,2,3,2,4,1,5,2,5,1,3,1,3,4,1,2,5,4,2,3,2,102.0
3,3,4,2,2,2,4,2,2,1,3,3,2,3,1,2,2,3,2,2,3,3,3,5,1,1,3,1,1,3,3,2,0,1,3,4,2,3,2,1,70.0
2,4,1,3,3,1,4,2,3,4,2,3,4,3,2,4,1,3,4,3,2,4,5,4,1,1,2,3,1,2,2,2,2,4,3,3,3,3,3,3,125.0
2,4,4,5,1,4,5,4,2,5,2,5,2,2,2,2,4,3,5,1,2,2,1,4,1,5,1,4,1,3,1,2,3,2,2,5,2,4,1,2,101.0
3,4,1,2,4,5,2,1,3,4,5,1,2,1,5,1,2,2,5,4,2,4,2,1,5,1,1,1,2,3,2,2,3,2,4,2,5,2,1,2,126.0
4,5,2,5,1,3,5,1,1,5,3,4,1,1,4,3,5,5,3,1,2,1,2,3,1,3,1,5,1,1,1,1,2,3,4,5,3,3,2,3,105.0
4,3,2,4,2,4,2,3,5,5,3,5,2,2,1,4,2,3,5,3,3,4,4,4,3,5,3,3,2,2,4,4,5,4,4,5,2,3,2,2,107.0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,146.0
5,3,5,3,4,4,3,4,2,5,5,1,3,5,5,2,5,3,4,2,1,1,1,5,1,5,5,5,1,1,2,5,1,2,5,1,1,4,1,5,91.0
5,1,5,1,5,1,5,2,5,1,5,4,4,1,5,1,5,1,5,4,4,2,5,5,1,5,5,4,1,3,5,1,1,1,5,1,1,5,1,5,112.0
5,3,5,3,5,1,5,1,5,3,5,5,4,1,5,1,5,1,5,1,1,1,5,3,1,3,5,5,3,3,5,1,5,1,5,1,3,5,1,5,109.0
3,2,1,3,2,3,4,3,4,3,1,3,3,1,2,4,4,3,4,5,2,4,2,4,2,3,2,3,3,1,2,2,2,4,4,3,2,3,3,4,125.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,138.0
1,3,5,4,1,5,5,1,3,5,5,5,2,1,5,1,5,5,4,1,1,3,2,2,1,5,1,5,1,3,1,2,5,1,1,2,1,3,1,4,98.0
3,2,4,1,5,4,2,3,4,4,2,5,3,4,2,4,2,2,3,4,3,4,3,4,2,4,5,4,2,3,5,4,3,3,4,2,4,1,3,5,109.0
1,3,1,3,2,3,3,4,3,4,1,5,2,2,3,4,3,3,3,3,1,3,3,5,1,5,3,4,3,4,4,5,1,5,4,4,4,3,3,4,106.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0
5,4,5,2,1,1,5,1,5,5,5,1,1,3,5,1,3,5,1,3,1,1,5,5,1,1,5,5,1,1,5,1,3,1,5,3,2,5,1,5,107.0
2,3,3,3,2,2,3,3,4,4,3,4,2,2,2,3,3,4,5,4,2,3,3,5,1,3,2,3,2,2,3,4,3,4,3,3,4,2,5,4,113.0
4,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,125.0
5,1,4,3,3,1,4,2,4,1,4,4,1,1,4,2,4,3,0,1,2,4,5,4,1,4,3,4,2,4,2,1,2,2,5,1,5,5,2,5,96.0
3,4,5,4,1,2,2,2,2,5,3,4,1,1,4,3,4,5,4,2,1,1,4,5,1,2,1,5,2,1,1,2,3,2,4,4,2,2,2,4,105.0
3,5,1,5,1,3,5,1,1,5,1,3,1,1,5,3,5,5,5,1,1,1,2,3,1,4,1,4,1,3,1,1,3,1,2,5,3,3,2,3,107.0
5,1,5,1,5,3,4,3,5,1,3,5,5,3,5,5,3,1,3,5,1,5,3,5,1,5,5,4,1,2,5,3,3,5,1,1,2,1,5,3,108.0
2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,140.0
2,1,5,3,3,3,2,5,2,5,3,1,2,1,5,5,1,3,3,3,2,4,2,5,3,5,2,3,2,2,2,2,3,5,2,2,3,3,5,3,116.0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,98.0
3,5,5,5,1,5,1,1,1,5,5,5,1,1,5,1,5,5,1,1,1,1,1,5,1,5,1,5,1,1,1,3,1,1,5,5,5,1,1,1,84.0
2,1,3,1,4,5,3,3,5,3,3,3,5,4,3,3,1,2,1,3,3,5,2,3,2,5,4,3,1,2,4,4,2,3,3,2,3,1,5,3,113.0
3,3,2,3,3,2,3,2,4,3,4,2,4,2,4,2,3,3,3,2,4,3,3,2,4,3,2,2,4,4,2,4,4,1,3,2,4,2,1,3,116.0
5,2,5,2,2,2,4,1,5,2,5,5,2,4,4,1,4,1,2,2,2,0,5,4,1,2,4,1,2,5,4,2,3,1,5,2,2,5,1,4,104.0
1,1,5,3,0,2,4,5,4,5,2,5,3,3,1,5,1,2,3,5,2,4,5,5,1,4,1,4,3,3,3,4,5,4,4,1,5,1,5,2,112.0
4,5,2,5,1,3,3,3,1,5,2,1,1,1,3,1,4,5,5,1,2,2,2,5,2,2,1,4,1,3,1,1,4,3,3,5,1,3,1,2,111.0
5,2,1,3,1,1,4,3,1,4,5,5,1,1,3,1,5,5,4,1,1,1,5,5,1,5,1,5,1,1,1,1,1,4,1,5,1,5,4,1,110.0
2,3,1,2,3,1,3,3,5,3,2,3,3,2,1,5,1,3,3,2,3,2,3,4,2,3,1,3,3,1,3,3,1,3,3,2,3,3,5,3,127.0
3,5,1,5,1,1,3,3,1,5,3,3,1,1,3,3,5,5,5,1,3,1,5,3,1,5,1,5,1,3,1,3,3,3,3,5,3,3,3,1,108.0
2,1,2,4,4,1,1,3,3,3,1,4,3,3,3,5,2,3,4,3,1,5,5,4,1,4,2,5,2,2,2,4,2,4,2,1,4,1,3,4,115.0
